ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat
225hPp3zvA48Dkma4,522752764_3799001320431790.0,3799001320431790.5,4,1,0,1,0,Rand,Fitness,Random,,,,3,0,1,Desktop,1.0,0.0,FRA,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225kNfbjxSeJMYuZs,999729935_6744494251595115.0,6744494251595120.0,4,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Desktop,1.0,1.0,JPN,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225kNfbjxSeJMYuZs,999729935_6744494251595115.0,6744494251595120.0,4,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,1,0,1,Desktop,1.0,0.0,JPN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
225nBcN473TZpMLW5,219434011_4908750298022579.0,4908750298022580.0,13,1,1,0,2,Rand,Random,Random,,,,5,0,1,Desktop,1.0,1.0,USA,0.0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
225nBcN473TZpMLW5,219434011_4908750298022579.0,4908750298022580.0,13,0,1,0,1,Rand,Random,Random,,,,5,0,0,Desktop,1.0,0.0,USA,0.0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0
225nQYgYuWpDLCNQL,1295059772_7342327352845535.0,7342327352845530.0,6,0,0,0,1,Rand,Random,Random,,,,2,1,0,Desktop,1.0,1.0,USA,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
225nQYgYuWpDLCNQL,1295059772_7342327352845535.0,7342327352845530.0,6,1,0,1,0,Rand,Random,Random,,,,1,1,1,Desktop,1.0,0.0,USA,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225ojZJEBoBGYtvYX,-1328770560_8516659202001173.0,8516659202001170.0,10,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0.0,5,0,1,Desktop,0.0,1.0,NOR,0.0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
225ojZJEBoBGYtvYX,-1328770560_8516659202001173.0,8516659202001170.0,10,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,Desktop,0.0,0.0,NOR,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
225opR8AxRGWxAjJS,-340023762_9675800348407550.0,9675800348407550.0,3,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1.0,1,4,1,Mobile,0.0,1.0,BRA,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225opR8AxRGWxAjJS,-340023762_9675800348407550.0,9675800348407550.0,3,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,0,Mobile,0.0,0.0,BRA,1.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
225pc3AFTWchQaXnk,-1494029437_7033113396462840.0,7033113396462840.0,9,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,1,0,0,Desktop,0.0,1.0,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225pc3AFTWchQaXnk,-1494029437_7033113396462840.0,7033113396462840.0,9,1,0,0,2,Hoomans,Species,Species,Hoomans,Pets,0.0,1,0,1,Desktop,0.0,0.0,USA,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225pejoEap7yhi3vv,1806665895_3304516561087360.0,3304516561087360.0,13,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Desktop,0.0,0.0,TUR,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
225pejoEap7yhi3vv,1806665895_3304516561087360.0,3304516561087360.0,13,1,0,0,0,Fit,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Desktop,0.0,1.0,TUR,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
225q3G36siBBuPfoG,1504960169_2700775131800297.0,2700775131800300.0,5,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Mobile,0.0,1.0,USA,0.0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
225q3G36siBBuPfoG,1504960169_2700775131800297.0,2700775131800300.0,5,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,0,Mobile,0.0,0.0,USA,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225u8hNHZnAnKik5c,-124904107_2155508586311296.0,2155508586311300.0,7,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Desktop,0.0,0.0,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
225u8hNHZnAnKik5c,-124904107_2155508586311296.0,2155508586311300.0,7,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,3,1,Desktop,0.0,1.0,USA,0.0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
225v4bMWhxe7aAGzG,1032465565_4577765742147238.0,4577765742147240.0,12,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,1.0,1.0,USA,1.0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
225v4bMWhxe7aAGzG,1032465565_4577765742147238.0,4577765742147240.0,12,1,1,0,0,Pets,Species,Species,Hoomans,Pets,1.0,5,0,0,Desktop,1.0,0.0,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
225vEC7aZW43xcSot,-744227129_2624085790849408.0,2624085790849410.0,5,0,0,0,1,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,0.0,1.0,RUS,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
225vEC7aZW43xcSot,-744227129_2624085790849408.0,2624085790849410.0,5,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,0,Desktop,0.0,0.0,RUS,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
225xayCG8TjQaza7X,-1252930441_8350587488010148.0,8350587488010150.0,9,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,0.0,0.0,FRA,0.0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0
225xayCG8TjQaza7X,-1252930441_8350587488010148.0,8350587488010150.0,9,1,1,0,0,Pets,Species,Species,Hoomans,Pets,1.0,5,0,0,Desktop,0.0,1.0,FRA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
225xoP5g2wZDgYjHh,923960631_9140883591026068.0,9140883591026070.0,3,0,0,0,2,Young,Age,Age,Young,Old,1.0,2,0,0,Desktop,1.0,0.0,DEU,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225xoP5g2wZDgYjHh,923960631_9140883591026068.0,9140883591026070.0,3,1,0,1,0,Old,Age,Age,Young,Old,1.0,2,0,1,Desktop,1.0,1.0,DEU,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263qd5SNBb8Nxb3b,294694487_4300786631132591.0,4300786631132590.5,5,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,0,Desktop,1.0,1.0,POL,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2263qd5SNBb8Nxb3b,294694487_4300786631132591.0,4300786631132590.5,5,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1.0,4,0,1,Desktop,1.0,0.0,POL,1.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2264jj3RFdReQG8Sy,-1625391842_5843910416588187.0,5843910416588190.0,4,1,0,1,0,High,Social Status,Social Status,High,Low,0.0,1,0,1,Mobile,0.0,1.0,ISR,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264jj3RFdReQG8Sy,-1625391842_5843910416588187.0,5843910416588190.0,4,0,0,0,0,Low,Social Status,Social Status,High,Low,0.0,1,0,0,Mobile,0.0,0.0,ISR,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2265FRgRx8NxFYDPA,-742661690_2463603997906778.0,2463603997906780.0,5,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Desktop,0.0,1.0,BRA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2265FRgRx8NxFYDPA,-742661690_2463603997906778.0,2463603997906780.0,5,1,0,0,2,Fat,Fitness,Fitness,Fit,Fat,1.0,3,0,1,Desktop,0.0,0.0,BRA,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2265vP8S6kBGEufPh,398891342_1539991070378432.0,1539991070378430.0,1,1,1,0,2,Male,Gender,Gender,Male,Female,0.0,2,0,0,Mobile,0.0,0.0,FRA,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265vP8S6kBGEufPh,398891342_1539991070378432.0,1539991070378430.0,1,0,1,0,1,Female,Gender,Gender,Male,Female,0.0,2,0,1,Mobile,0.0,1.0,FRA,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268XG3TChD3c4vP7,1117181155_6593475101618620.0,6593475101618620.0,10,1,0,1,0,Old,Age,Age,Young,Old,1.0,4,0,0,Mobile,0.0,1.0,ESP,0.0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268XG3TChD3c4vP7,1117181155_6593475101618620.0,6593475101618620.0,10,0,0,0,1,Young,Age,Age,Young,Old,1.0,4,0,1,Mobile,0.0,0.0,ESP,1.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
226H8fiQKowAa8iYw,-1019229109_4427495636458318.0,4427495636458320.0,7,0,1,0,2,High,Social Status,Social Status,High,Low,1.0,3,0,1,Mobile,0.0,0.0,BRA,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226H8jPawHqZNLmSD,2051477564_1406082006078359.0,1406082006078360.0,4,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,Desktop,0.0,0.0,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
226H8jPawHqZNLmSD,2051477564_1406082006078359.0,1406082006078360.0,4,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0.0,5,0,1,Desktop,0.0,1.0,USA,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
226HXLgqAWmn3ZThm,-1892155720_7588562519107204.0,7588562519107200.0,11,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Mobile,0.0,1.0,FRA,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
226HXLgqAWmn3ZThm,-1892155720_7588562519107204.0,7588562519107200.0,11,1,1,0,1,Fit,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Mobile,0.0,0.0,FRA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
226KFt2fwYZztfEzJ,1334555477_8030152575210374.0,8030152575210381.0,4,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,0,Desktop,1.0,0.0,TUR,0.0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0
226KFt2fwYZztfEzJ,1334555477_8030152575210374.0,8030152575210381.0,4,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1.0,2,3,1,Desktop,1.0,1.0,TUR,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
226L8YphHWumdMoPh,1624884070_3246094837878028.0,3246094837878030.0,5,1,1,0,2,Female,Gender,Gender,Male,Female,1.0,3,0,0,Mobile,1.0,0.0,GRC,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
226L8YphHWumdMoPh,1624884070_3246094837878028.0,3246094837878030.0,5,0,1,0,1,Male,Gender,Gender,Male,Female,1.0,3,0,1,Mobile,0.0,1.0,GRC,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
226MXoKDuEBR8rYLe,1352377080_3212608480442438.0,3212608480442440.0,9,1,0,1,0,Young,Age,Age,Young,Old,0.0,2,0,1,Desktop,1.0,1.0,USA,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226MXoKDuEBR8rYLe,1352377080_3212608480442438.0,3212608480442440.0,9,0,0,0,1,Old,Age,Age,Young,Old,0.0,2,0,0,Desktop,1.0,0.0,USA,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226N6d5pw2TB6QFod,-485424208_796914966641200.0,796914966641200.0,10,0,0,0,1,Rand,Fitness,Random,,,,3,0,1,Desktop,1.0,0.0,AUS,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
226N6d5pw2TB6QFod,-485424208_796914966641200.0,796914966641200.0,10,1,0,1,0,Rand,Fitness,Random,,,,3,0,0,Desktop,1.0,1.0,AUS,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226Sff9s5N9C2ZT4o,1457075332_490401772091078.0,490401772091078.0,10,1,0,0,0,Fat,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Desktop,0.0,1.0,ITA,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
226Sff9s5N9C2ZT4o,1457075332_490401772091078.0,490401772091078.0,10,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,0,Desktop,0.0,0.0,ITA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
226TjoAtF4ytj2He9,-1721392079_2885401790910591.0,2885401790910590.0,2,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,1.0,0.0,DEU,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
226TjoAtF4ytj2He9,-1721392079_2885401790910591.0,2885401790910590.0,2,1,1,0,1,Pets,Species,Species,Hoomans,Pets,1.0,5,0,0,Desktop,1.0,1.0,DEU,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
226WoE3Wfx5Q7CpyZ,-1393675300_131579511798918.0,131579511798918.0,2,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,1,0,0,Mobile,0.0,1.0,JPN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
226WoE3Wfx5Q7CpyZ,-1393675300_131579511798918.0,131579511798918.0,2,0,0,0,0,Female,Gender,Gender,Male,Female,0.0,1,0,1,Mobile,0.0,0.0,JPN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226YQJZkTSjq3fzWj,-927336277_5670084055512894.0,5670084055512900.0,11,1,1,0,0,Male,Gender,Gender,Male,Female,0.0,3,0,0,Desktop,0.0,1.0,FRA,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
226YQJZkTSjq3fzWj,-927336277_5670084055512894.0,5670084055512900.0,11,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,3,0,1,Desktop,0.0,0.0,FRA,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
226YXSZ7QzYkNEXr2,-1993380946_4315651246701308.0,4315651246701310.5,1,1,0,0,0,Female,Gender,Gender,Male,Female,1.0,1,0,1,Desktop,0.0,0.0,USA,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226YXSZ7QzYkNEXr2,-1993380946_4315651246701308.0,4315651246701310.5,1,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,1,0,0,Desktop,0.0,1.0,USA,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226YrtboX2PNnPMMG,1554503198_8959594834828237.0,8959594834828240.0,6,0,0,0,1,Old,Age,Age,Young,Old,0.0,3,0,0,Mobile,0.0,1.0,BRA,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226YrtboX2PNnPMMG,1554503198_8959594834828237.0,8959594834828240.0,6,1,0,1,0,Young,Age,Age,Young,Old,0.0,3,0,1,Mobile,0.0,0.0,BRA,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
226Zu74tTeCAEkAbk,-2008625429_5134105943601253.0,5134105943601250.0,1,1,1,0,2,More,Utilitarian,Utilitarian,More,Less,0.0,5,3,0,Mobile,1.0,0.0,USA,0.0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
226Zu74tTeCAEkAbk,-2008625429_5134105943601253.0,5134105943601250.0,1,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,1,Mobile,1.0,1.0,USA,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226d2Mnmf63nqfc4z,-361604336_1663893184632993.0,1663893184632990.0,1,0,0,0,2,Rand,Random,Random,,,,3,0,0,Mobile,0.0,1.0,ESP,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
226d2Mnmf63nqfc4z,-361604336_1663893184632993.0,1663893184632990.0,1,1,0,1,0,Rand,Random,Random,,,,3,0,1,Mobile,0.0,0.0,ESP,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
226dojLSJm4aoQYJC,-1757823119_3916889702377111.0,3916889702377110.5,7,1,0,0,2,More,Utilitarian,Utilitarian,More,Less,0.0,5,4,1,Desktop,0.0,0.0,ARE,0.0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
226dojLSJm4aoQYJC,-1757823119_3916889702377111.0,3916889702377110.5,7,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,1,4,0,Desktop,0.0,1.0,ARE,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226dtYDwsxwepPa7M,673431380_922450694428678.0,922450694428678.0,1,1,1,0,1,Male,Gender,Gender,Male,Female,0.0,1,0,1,Mobile,0.0,0.0,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226dtYDwsxwepPa7M,673431380_922450694428678.0,922450694428678.0,1,0,1,0,2,Female,Gender,Gender,Male,Female,0.0,1,0,0,Mobile,0.0,1.0,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
226fKtJvTQaJkuYNw,966238289_3425325763228568.0,3425325763228570.0,3,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,3,0,1,Desktop,1.0,0.0,ISR,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
226fKtJvTQaJkuYNw,966238289_3425325763228568.0,3425325763228570.0,3,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Desktop,1.0,1.0,ISR,0.0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
226gnMpwLryCBQKQb,1778004688_4790648725616810.0,4790648725616810.0,9,0,1,0,2,Old,Age,Age,Young,Old,0.0,3,0,0,Desktop,0.0,1.0,USA,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226gnMpwLryCBQKQb,1778004688_4790648725616810.0,4790648725616810.0,9,1,1,0,1,Young,Age,Age,Young,Old,0.0,3,0,1,Desktop,0.0,0.0,USA,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226iL5vJtnuMnsCbN,-1735553651_4673764073587041.0,4673764073587040.0,11,0,0,1,0,Rand,Random,Random,,,,3,2,1,Desktop,1.0,1.0,USA,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
226iL5vJtnuMnsCbN,-1735553651_4673764073587041.0,4673764073587040.0,11,1,0,0,1,Rand,Random,Random,,,,5,2,0,Desktop,1.0,0.0,USA,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
226id5c4hWPrdPHnZ,-943672578_5564924045465887.0,5564924045465890.0,5,1,0,1,0,Low,Social Status,Social Status,High,Low,1.0,3,0,0,Desktop,0.0,0.0,PSE,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226ivJyjfFAoFSsCy,826209297_4437219188047065.0,4437219188047070.5,12,0,1,0,0,High,Social Status,Social Status,High,Low,1.0,2,0,1,Mobile,0.0,1.0,ITA,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226ivwCQPwckdRHYi,-663347309_8382595739550947.0,8382595739550950.0,3,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1.0,4,0,1,Desktop,1.0,0.0,RUS,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
226ivwCQPwckdRHYi,-663347309_8382595739550947.0,8382595739550950.0,3,0,0,0,1,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,0,Desktop,1.0,1.0,RUS,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
226kiBJvFSuHDKWLy,1248877841_6204751320183277.0,6204751320183280.0,12,0,0,0,1,Rand,Random,Random,,,,5,2,1,Desktop,1.0,1.0,GBR,0.0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
226kiBJvFSuHDKWLy,1248877841_6204751320183277.0,6204751320183280.0,12,1,0,1,0,Rand,Random,Random,,,,3,2,0,Desktop,1.0,0.0,GBR,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
226npXyamMLAXKTrn,-1486028128_9341386428770704.0,9341386428770700.0,7,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,1,Desktop,1.0,0.0,HUN,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
226npXyamMLAXKTrn,-1486028128_9341386428770704.0,9341386428770700.0,7,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Desktop,1.0,1.0,HUN,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
226sbxJozteS7vZvZ,-696840859_9838345385011050.0,9838345385011050.0,9,0,0,0,2,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,1.0,1.0,USA,0.0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
226sbxJozteS7vZvZ,-696840859_9838345385011050.0,9838345385011050.0,9,1,0,1,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,2,1,Desktop,1.0,0.0,USA,0.0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0
226vdsGpBB67ePn52,113188171_3468818967988243.0,3468818967988240.0,5,0,0,0,1,Rand,Random,Random,,,,2,1,0,Desktop,0.0,1.0,FRA,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
226vdsGpBB67ePn52,113188171_3468818967988243.0,3468818967988240.0,5,1,0,1,0,Rand,Random,Random,,,,3,1,1,Desktop,0.0,0.0,FRA,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
226vpCikvr7gyLaG6,-294481095_7180386030756354.0,7180386030756350.0,11,0,1,0,0,Old,Age,Age,Young,Old,0.0,5,0,0,Desktop,0.0,0.0,USA,1.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226vpCikvr7gyLaG6,-294481095_7180386030756354.0,7180386030756350.0,11,1,1,0,0,Young,Age,Age,Young,Old,0.0,5,0,1,Desktop,0.0,1.0,USA,2.0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22723wtNPY2NWmeKA,-1741352941_6576296187948960.0,6576296187948960.0,3,0,0,1,0,Old,Age,Age,Young,Old,0.0,2,0,0,Desktop,0.0,0.0,USA,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22723wtNPY2NWmeKA,-1741352941_6576296187948960.0,6576296187948960.0,3,1,0,0,0,Young,Age,Age,Young,Old,0.0,2,0,1,Desktop,0.0,1.0,USA,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22727Spusxc5rW4cs,-1243161735_1593318761715967.0,1593318761715970.0,6,1,0,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,4,1,0,Desktop,1.0,0.0,BEL,0.0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22727Spusxc5rW4cs,-1243161735_1593318761715967.0,1593318761715970.0,6,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Desktop,1.0,1.0,BEL,0.0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2272fBXi7BxzmioWh,677705294_2487001802777007.0,2487001802777010.0,10,0,1,0,1,High,Social Status,Social Status,High,Low,1.0,1,0,1,Desktop,1.0,1.0,USA,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22732mwur9upCJSmy,-398655609_6444213241243442.0,6444213241243440.0,8,0,1,0,2,Female,Gender,Gender,Male,Female,0.0,5,0,1,Desktop,1.0,1.0,GBR,0.0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
22732mwur9upCJSmy,-398655609_6444213241243442.0,6444213241243440.0,8,1,1,0,1,Male,Gender,Gender,Male,Female,0.0,5,0,0,Desktop,1.0,0.0,GBR,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
2275CE8bFNCgn24Gp,1555172090_1538553382617096.0,1538553382617100.0,7,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,1,1,Desktop,0.0,1.0,BRA,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0
2275CE8bFNCgn24Gp,1555172090_1538553382617096.0,1538553382617100.0,7,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Desktop,0.0,0.0,BRA,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
2275REB4D6LFSKzgm,1879831806_5762359742409415.0,5762359742409420.0,13,0,1,0,1,Young,Age,Age,Young,Old,1.0,5,0,1,Mobile,0.0,1.0,DEU,1.0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2275REB4D6LFSKzgm,1879831806_5762359742409415.0,5762359742409420.0,13,1,1,0,2,Old,Age,Age,Young,Old,1.0,5,0,0,Mobile,0.0,0.0,DEU,2.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
